BTS,BLACKPINK

0,0.0

0,0.5249999999999999

0,0.5249999999999999

0.0,0.5249999999999999

0.0,0.5249999999999999

0.0,0.5249999999999999

0.0,0.5249999999999999

0.0,0.736111111111111

0.0,1.2361111111111112

0.0,0.9611111111111111

0.0,0.9611111111111111

0.0,0.9253968253968254

0.5,0.9253968253968254

0.5,0.9253968253968254

0.5,0.9253968253968254

0.5,0.7444444444444445

1.25,0.7444444444444445

1.3181818181818181,0.7444444444444445

1.3181818181818181,0.7444444444444445

1.3181818181818181,0.7027777777777778

1.4181818181818182,0.7027777777777778

1.5431818181818182,0.7027777777777778

1.5431818181818182,0.7027777777777778

1.5431818181818182,0.9694444444444446

1.2931818181818182,0.9694444444444446

1.2931818181818182,0.9694444444444446

1.2931818181818182,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

1.5931818181818183,0.9694444444444446

2.0931818181818183,0.9694444444444446

2.0931818181818183,0.9694444444444446

2.0931818181818183,1.4694444444444446

2.0931818181818183,1.4694444444444446

2.0931818181818183,1.4694444444444446

2.378896103896104,1.4694444444444446

2.378896103896104,1.4694444444444446

2.378896103896104,1.4694444444444446

2.603896103896104,1.4694444444444446

2.603896103896104,1.4694444444444446

2.603896103896104,1.4694444444444446

2.603896103896104,1.4694444444444446

2.603896103896104,1.4694444444444446

2.603896103896104,1.4694444444444446

2.603896103896104,1.4694444444444446

2.603896103896104,2.0694444444444446

2.603896103896104,2.0694444444444446

2.603896103896104,2.137626262626263

2.728896103896104,2.137626262626263

3.478896103896104,2.137626262626263

